popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre,year,explicit
0,0.499,0.847,-4.803,0.116,0.0112,0.0,0.486,0.257,128.114,209243,edm,2014,0
38,0.761,0.681,-6.467,0.49,0.075,7.97e-06,0.622,0.209,127.993,143564,edm,2019,0
38,0.644,0.936,-2.925,0.099,0.00514,0.00236,0.143,0.255,118.007,201500,edm,2019,0
69,0.689,0.946,-3.814,0.0397,0.00658,0.00189,0.262,0.392,125.037,182400,edm,2019,0
2,0.754,0.856,-9.583,0.0522,0.0134,0.827,0.113,0.116,124.003,420000,edm,2018,0
40,0.858,0.943,-4.358,0.0663,0.000759,0.389,0.11,0.716,125.988,171429,edm,2019,0
45,0.867,0.811,-2.933,0.062,0.0061,0.0243,0.0648,0.687,135.099,230561,edm,2018,0
32,0.693,0.86,-3.526,0.0635,0.00353,0.0387,0.329,0.478,124.027,164516,edm,2019,0
58,0.576,0.797,-5.476,0.0499,0.0166,3.23e-05,0.21,0.137,110.051,205773,edm,2018,0
35,0.647,0.827,-4.163,0.0519,0.0158,0.000208,0.429,0.573,102.017,217981,edm,2017,0
17,0.399,0.916,-4.674,0.25,0.0129,0.00601,0.1,0.0393,170.276,163765,edm,2018,0
45,0.688,0.596,-7.278,0.0314,0.419,0.0,0.104,0.853,139.024,170026,edm,2019,0
36,0.69,0.854,-4.895,0.103,0.0114,0.793,0.0662,0.618,150.014,173600,edm,2019,0
24,0.839,0.603,-7.65,0.0486,0.0111,1.86e-06,0.132,0.515,115.992,236043,edm,2020,0
58,0.637,0.631,-6.132,0.0783,0.141,1.39e-06,0.0901,0.425,99.197,195492,edm,2019,0
52,0.435,0.751,-4.999,0.0599,0.128,0.0,0.253,0.346,124.332,224762,edm,2018,0
34,0.691,0.85,-2.965,0.0581,0.0168,0.00459,0.0646,0.348,128.02,337500,edm,2013,0
45,0.511,0.716,-4.028,0.0572,0.059,0.0,0.214,0.226,124.947,188160,edm,2019,0
72,0.617,0.85,-2.945,0.114,0.0287,0.0,0.159,0.35,127.883,165469,edm,2019,0
43,0.904,0.768,-4.961,0.237,0.141,0.0172,0.104,0.866,107.937,218797,edm,2011,0
39,0.466,0.585,-5.347,0.0432,0.288,0.0,0.212,0.289,126.054,203613,edm,2018,0
47,0.661,0.887,-3.996,0.0736,0.00108,0.757,0.0756,0.159,127.992,270000,edm,2014,0
30,0.643,0.97,-5.614,0.0462,0.0136,0.0409,0.0602,0.594,128.008,247500,edm,2019,0
10,0.594,0.978,-3.123,0.138,7e-05,0.000668,0.363,0.389,128.039,271253,edm,2014,0
13,0.63,0.958,-3.465,0.0758,0.0196,0.29,0.372,0.193,127.969,124233,edm,2019,0
19,0.754,0.434,-8.458,0.135,0.0746,0.768,0.104,0.278,126.991,151181,edm,2019,0
64,0.705,0.825,-2.927,0.215,0.00933,0.00511,0.221,0.269,129.855,202615,edm,2019,0
6,0.5,0.726,-4.124,0.0643,0.0362,0.0,0.441,0.397,125.904,210013,edm,2015,0
15,0.634,0.658,-10.435,0.0334,0.000968,0.343,0.077,0.314,128.009,356250,edm,2019,0
28,0.663,0.846,-6.495,0.102,0.0251,0.153,0.429,0.315,110.038,283471,edm,2019,0
88,0.694,0.758,-2.986,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195,edm,2019,0
10,0.557,0.941,-4.14,0.0658,0.00689,0.801,0.112,0.0797,127.973,176250,edm,2019,0
53,0.628,0.8,-7.394,0.0691,0.0737,0.455,0.203,0.352,119.943,244000,edm,2019,0
46,0.663,0.866,-7.046,0.0369,0.00125,0.4,0.0346,0.283,122.997,425123,edm,2018,0
12,0.738,0.776,-4.808,0.0392,0.0234,0.0018,0.0775,0.608,127.984,215520,edm,2012,0
11,0.474,0.756,-2.973,0.0518,0.0747,0.0,0.0693,0.413,131.84,255066,edm,2015,0
61,0.682,0.91,-2.314,0.0431,0.00953,0.0673,0.0732,0.536,122.943,159500,edm,2019,0
61,0.478,0.818,-5.076,0.0377,0.00292,0.00789,0.438,0.163,127.953,226867,edm,2013,0
2,0.722,0.827,-6.501,0.0659,0.0844,9.14e-05,0.0654,0.346,121.896,197954,edm,2014,0
3,0.686,0.769,-8.446,0.0442,0.0385,0.921,0.111,0.0374,126.991,366619,edm,2016,0
24,0.671,0.799,-5.346,0.0519,0.0235,0.00404,0.352,0.312,127.965,216573,edm,2020,0
43,0.569,0.924,-3.433,0.074,0.00698,0.000464,0.426,0.0455,127.906,169680,edm,2019,0
45,0.952,0.846,-5.805,0.247,0.0515,1.26e-06,0.317,0.597,117.946,117053,edm,2019,0
76,0.743,0.733,-5.337,0.0375,0.00402,0.0,0.304,0.622,104.977,189467,edm,2017,0
9,0.606,0.993,-2.509,0.074,0.0372,0.0664,0.367,0.125,128.012,169760,edm,2010,0
1,0.755,0.698,-6.85,0.0483,0.0566,0.0166,0.112,0.81,122.984,285000,edm,2015,0
16,0.792,0.868,-7.454,0.0602,0.00181,0.907,0.0596,0.817,125.021,124800,edm,2018,0
64,0.636,0.836,-3.004,0.0427,0.00609,0.000157,0.0828,0.715,139.956,193253,edm,2016,0
98,0.896,0.586,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971,196653,edm,2019,0
43,0.567,0.931,-3.593,0.188,0.265,0.00453,0.223,0.209,103.502,169511,edm,2019,0
0,0.486,0.706,-4.746,0.0435,0.239,0.0,0.138,0.375,172.006,154186,edm,2018,0
24,0.578,0.788,-12.179,0.0359,0.032,0.931,0.0757,0.0786,124.005,300000,edm,2019,0
40,0.816,0.97,-5.229,0.128,0.00107,0.832,0.32,0.893,127.007,261463,edm,2019,0
35,0.645,0.814,-5.934,0.0667,0.164,1.64e-06,0.213,0.519,145.036,190345,edm,2016,0
75,0.646,0.644,-6.763,0.031,0.0243,0.0,0.0888,0.251,99.999,221520,edm,2017,0
40,0.886,0.712,-5.928,0.11,0.0021,0.593,0.0282,0.49,123.018,273988,edm,2017,0
83,0.651,0.693,-4.722,0.0375,0.458,0.0,0.335,0.392,118.97,236765,edm,2019,0
32,0.655,0.711,-8.596,0.0347,0.00508,0.77,0.0815,0.498,120.007,208000,edm,2019,0
0,0.775,0.912,-3.19,0.209,0.077,0.000433,0.319,0.726,125.996,126190,edm,2018,0
40,0.538,0.977,-3.46,0.0545,0.0111,0.637,0.122,0.0808,128.001,192533,edm,2018,0
0,0.666,0.894,-4.422,0.0511,0.000108,0.721,0.169,0.0424,129.993,360168,edm,2013,0
13,0.448,0.817,-4.069,0.386,0.128,0.0,0.105,0.709,83.015,187973,edm,2016,0
58,0.722,0.922,-4.243,0.124,0.161,0.826,0.438,0.297,125.07,164160,edm,2019,0
52,0.645,0.833,-4.887,0.0532,0.0104,1.59e-05,0.124,0.177,125.015,237990,edm,2019,0
47,0.974,0.596,-7.835,0.226,0.156,0.513,0.418,0.92,121.513,240813,edm,2009,0
44,0.577,0.546,-10.666,0.146,0.434,0.0,0.107,0.375,95.087,152289,edm,2019,0
20,0.581,0.933,-4.176,0.0618,0.0135,0.377,0.52,0.0379,127.885,136875,edm,2019,0
27,0.545,0.774,-3.689,0.044,0.00148,0.933,0.559,0.212,128.026,301890,edm,2014,0
1,0.8,0.876,-6.815,0.305,0.0268,0.506,0.301,0.449,132.675,345896,edm,2006,0
38,0.51,0.785,-3.096,0.0495,0.0284,0.0,0.167,0.155,129.068,213853,edm,2016,0
55,0.83,0.403,-11.361,0.0451,0.136,0.816,0.109,0.4,124.001,376079,edm,2016,0
13,0.715,0.578,-7.401,0.0407,0.0271,0.0,0.246,0.657,123.009,201463,edm,2019,0
24,0.604,0.938,-4.29,0.0458,0.000313,0.0117,0.0621,0.135,127.994,285000,edm,2019,0
41,0.759,0.851,-3.796,0.158,0.0002,0.0941,0.16,0.151,125.968,177143,edm,2019,0
38,0.546,0.959,-4.678,0.074,0.00833,0.601,0.287,0.306,128.054,243865,edm,2019,0
13,0.761,0.592,-8.395,0.0458,0.00166,0.86,0.404,0.0738,125.003,409991,edm,2018,0
64,0.685,0.807,-5.095,0.0459,0.00231,0.00936,0.0678,0.149,137.976,189878,edm,2019,0
19,0.683,0.728,-6.377,0.0402,0.31,0.826,0.0742,0.966,127.993,136875,edm,2019,0
48,0.368,0.823,-6.245,0.0804,0.00234,1.91e-06,0.174,0.323,128.004,195467,edm,2013,0
36,0.572,0.916,-3.733,0.107,0.000588,0.00772,0.373,0.4,150.04,193669,edm,2019,0
38,0.85,0.53,-8.546,0.125,0.136,0.0763,0.271,0.288,124.003,183904,edm,2018,0
41,0.694,0.738,-5.02,0.115,0.00523,0.281,0.0865,0.485,125.079,195960,edm,2019,0
30,0.7,0.882,-9.55,0.0529,0.0206,0.862,0.081,0.243,129.995,238147,edm,2019,0
48,0.619,0.979,-6.194,0.108,0.0277,0.06,0.296,0.13,130.009,238128,edm,2015,0
50,0.688,0.678,-10.087,0.0499,0.0132,0.864,0.0823,0.157,126.012,468822,edm,2018,0
42,0.765,0.719,-7.283,0.0581,0.305,0.000468,0.17,0.458,125.988,165079,edm,2018,0
20,0.636,0.953,-3.74,0.0353,0.0244,0.0164,0.108,0.397,142.011,273803,edm,2016,0
45,0.688,0.83,-5.742,0.0543,0.00308,0.000966,0.219,0.632,122.039,216125,edm,2019,0
41,0.574,0.605,-6.193,0.0397,0.0963,0.0,0.206,0.242,127.952,197344,edm,2019,0
41,0.706,0.39,-16.294,0.0463,0.0513,0.874,0.0941,0.563,128.02,247500,edm,2019,0
9,0.662,0.81,-4.442,0.0441,0.00127,0.00653,0.0886,0.224,128.007,216967,edm,2015,0
65,0.614,0.972,-3.927,0.088,0.00125,0.0186,0.328,0.411,127.966,170625,edm,2014,0
42,0.737,0.932,-3.772,0.0786,0.00202,0.0503,0.115,0.0736,128.001,286754,edm,2014,0
62,0.638,0.725,-7.232,0.0326,0.0991,1.12e-05,0.348,0.426,104.929,175429,edm,2019,0
55,0.644,0.915,-3.907,0.0397,0.0336,0.0148,0.0647,0.529,124.953,173680,edm,2016,0
31,0.414,0.72,-6.128,0.145,0.00388,2.72e-06,0.146,0.34,167.859,201506,edm,2017,0
48,0.494,0.81,-4.37,0.0533,0.0564,0.0,0.104,0.426,104.913,173440,edm,2017,0
48,0.851,0.462,-5.463,0.163,0.00569,0.816,0.0446,0.185,128.032,223000,edm,2015,0
35,0.667,0.754,-5.093,0.207,0.218,3.73e-05,0.292,0.403,123.024,223913,edm,2019,0
52,0.747,0.973,-6.415,0.037,0.000362,0.565,0.308,0.983,128.127,412973,edm,2020,0
21,0.833,0.918,-5.601,0.0914,0.137,0.0698,0.239,0.481,124.993,175000,edm,2019,0
63,0.623,0.84,-5.446,0.123,0.0173,0.0,0.363,0.539,123.068,189268,edm,2019,0
0,0.771,0.84,-5.164,0.0492,0.000398,0.867,0.117,0.168,129.001,324383,edm,2013,0
41,0.661,0.869,-4.314,0.0388,0.00445,0.851,0.0343,0.374,139.99,198466,edm,2014,0
57,0.567,0.992,-2.687,0.273,0.000465,0.00646,0.213,0.0999,128.024,153784,edm,2015,0
60,0.692,0.666,-7.998,0.0449,0.0259,1.92e-05,0.347,0.259,89.995,156000,edm,2018,0
77,0.36,0.89,-5.645,0.0383,0.0171,0.252,0.146,0.0897,106.554,185916,edm,2019,0
53,0.726,0.697,-6.257,0.0404,0.0997,0.00733,0.0823,0.54,120.004,202586,edm,2015,0
35,0.54,0.601,-8.627,0.192,0.0907,0.000104,0.0905,0.133,129.144,219855,edm,2018,0
40,0.603,0.953,-3.838,0.0382,0.084,0.878,0.308,0.209,128.032,213750,edm,2019,0
53,0.639,0.591,-3.905,0.0344,0.128,6.69e-06,0.159,0.305,128.002,225000,edm,2019,0
50,0.582,0.835,-4.899,0.222,0.133,0.0,0.102,0.496,160.09,189509,edm,2017,0
23,0.641,0.734,-8.714,0.0436,0.00222,0.248,0.0966,0.157,150.024,236800,edm,2019,0
56,0.552,0.831,-5.217,0.0298,0.0391,2.93e-06,0.0632,0.144,129.889,204360,edm,2013,0
37,0.593,0.87,-4.014,0.0656,0.0277,0.0,0.1,0.577,125.045,202560,edm,2019,0
39,0.696,0.93,-4.918,0.0515,0.0128,0.624,0.0881,0.505,127.992,208196,edm,2016,0
26,0.594,0.915,-3.575,0.0703,0.0847,0.0,0.874,0.231,128.055,158682,edm,2019,0
23,0.547,0.662,-6.076,0.101,0.0417,0.0,0.106,0.132,93.904,217838,edm,2017,0
47,0.676,0.903,-3.872,0.055,0.00457,0.617,0.138,0.642,125.0,189765,edm,2019,0
36,0.562,0.472,-8.188,0.121,0.037,0.000108,0.385,0.273,149.96,216560,edm,2017,0
44,0.774,0.573,-9.315,0.0647,0.0158,0.0628,0.132,0.475,101.976,214118,edm,2019,0
10,0.696,0.972,-3.731,0.24,0.000483,0.00858,0.0713,0.368,127.918,152555,edm,2016,0
6,0.685,0.902,-2.778,0.0429,0.016,5.01e-06,0.147,0.472,104.979,168000,edm,2019,0
11,0.672,0.824,-5.849,0.031,0.147,0.000253,0.369,0.412,125.982,194286,edm,2019,0
28,0.621,0.967,-4.907,0.335,0.0091,0.255,0.334,0.34,135.04,235572,edm,2019,0
20,0.704,0.899,-3.503,0.0876,0.00425,0.174,0.124,0.155,128.026,351749,edm,2015,0
79,0.644,0.548,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,253813,edm,2007,0
38,0.545,0.702,-6.269,0.0473,0.0399,0.0,0.118,0.329,95.989,211250,edm,2019,0
58,0.679,0.933,-3.671,0.0494,0.00391,4.75e-05,0.109,0.328,120.08,165227,edm,2017,0
77,0.891,0.625,-7.861,0.0558,0.00261,0.000176,0.0504,0.548,134.967,267067,edm,2016,0
58,0.522,0.941,-3.357,0.25,0.00621,3.63e-06,0.956,0.0994,130.088,202154,edm,2017,0
22,0.851,0.868,-3.138,0.0845,0.000257,0.755,0.0336,0.571,128.009,146250,edm,2019,0
39,0.677,0.917,-5.069,0.0407,0.00871,0.231,0.681,0.43,128.008,355398,edm,2014,0
28,0.605,0.881,-5.526,0.0583,0.00215,0.746,0.448,0.159,129.99,190279,edm,2019,0
0,0.592,0.874,-2.061,0.155,0.0675,0.000805,0.134,0.678,127.998,216562,edm,2013,0
37,0.626,0.769,-4.072,0.0499,0.00142,0.0108,0.144,0.118,125.996,247387,edm,2019,0
32,0.746,0.947,-5.984,0.057,0.201,0.574,0.55,0.51,125.013,214445,edm,2019,0
51,0.838,0.765,-2.332,0.0462,0.0514,0.00021,0.0297,0.905,100.021,195988,edm,2017,0
28,0.619,0.737,-4.333,0.0435,0.00852,0.000103,0.46,0.385,124.941,211200,edm,2019,0
24,0.653,0.983,-4.434,0.0753,0.00161,0.795,0.293,0.474,128.013,207129,edm,2019,0
33,0.784,0.714,-3.167,0.0753,0.00763,0.744,0.0937,0.41,125.027,143160,edm,2019,0
62,0.744,0.728,-6.971,0.0755,0.504,0.0,0.472,0.608,84.003,212480,edm,2019,0
60,0.794,0.896,-1.514,0.0677,0.00371,0.615,0.0876,0.5,125.999,190476,edm,2015,0
17,0.813,0.709,-6.414,0.0884,0.00775,0.833,0.598,0.714,124.01,294194,edm,2019,0
25,0.695,0.899,-3.755,0.0323,0.0689,1.65e-06,0.0834,0.598,124.012,199360,edm,2018,0
56,0.627,0.778,-4.317,0.0409,0.0214,0.0,0.126,0.366,127.977,225742,edm,2019,0
55,0.355,0.789,-4.358,0.165,0.0148,0.0,0.0355,0.169,80.444,237686,edm,2019,0
5,0.691,0.76,-9.434,0.0387,0.000768,0.869,0.159,0.0435,123.005,503419,edm,2015,0
40,0.637,0.837,-6.12,0.0372,0.0098,0.0296,0.129,0.0517,122.969,213978,edm,2019,0
71,0.608,0.47,-6.73,0.0428,0.226,0.0,0.0963,0.241,81.0,227275,edm,2019,0
47,0.594,0.65,-5.073,0.0404,0.014,0.0142,0.267,0.106,126.0,255484,edm,2015,0
42,0.743,0.832,-4.644,0.0733,0.0299,0.0104,0.123,0.227,127.996,171562,edm,2018,0
44,0.682,0.799,-4.302,0.122,0.0981,0.0,0.315,0.864,107.892,177143,edm,2018,0
50,0.494,0.817,-7.631,0.175,0.105,0.00217,0.207,0.187,127.915,225000,edm,2020,0
67,0.447,0.684,-4.721,0.09,0.175,0.0,0.478,0.437,125.655,175312,edm,2019,0
32,0.502,0.91,-4.627,0.039,0.00107,0.701,0.315,0.296,135.012,164889,edm,2019,0
62,0.746,0.817,-5.226,0.0612,0.00389,0.00236,0.158,0.343,123.022,181463,edm,2019,0
0,0.757,0.885,-5.109,0.146,0.000921,0.919,0.0484,0.258,128.009,225000,edm,2014,0
28,0.663,0.775,-4.517,0.0384,0.105,0.00356,0.371,0.16,127.97,335701,edm,2017,0
58,0.62,0.731,-5.881,0.03,0.00409,0.751,0.11,0.107,123.994,184000,edm,2019,0
45,0.684,0.642,-9.127,0.0285,0.0181,0.00626,0.139,0.316,119.974,192125,edm,2019,0
42,0.766,0.446,-6.749,0.0343,0.396,0.000204,0.025,0.742,96.99,179650,edm,2019,0
10,0.827,0.712,-7.676,0.0556,0.00805,2.47e-06,0.0878,0.133,128.006,157500,edm,2016,0
24,0.648,0.857,-3.53,0.112,0.0206,2.28e-06,0.808,0.52,126.981,166299,edm,2019,0
62,0.44,0.867,-4.402,0.061,0.552,9.45e-06,0.115,0.452,123.43,203226,edm,2019,0
63,0.752,0.84,-4.451,0.0373,0.00486,0.0109,0.0916,0.461,124.002,279800,edm,2019,0
70,0.732,0.85,-5.999,0.0444,0.114,2.02e-06,0.0388,0.372,124.024,193548,edm,2019,0
75,0.413,0.856,-4.078,0.0808,0.0289,0.00571,0.343,0.35,128.017,212960,edm,2014,0
38,0.813,0.885,-2.481,0.215,0.0015,0.000977,0.0954,0.351,124.016,209032,edm,2019,0
9,0.585,0.564,-5.794,0.0838,0.00256,0.000374,0.39,0.197,128.051,347109,edm,2012,0
90,0.883,0.668,-2.957,0.113,0.11,0.000529,0.0734,0.676,87.972,226533,edm,2019,0
0,0.789,0.808,-9.707,0.0968,8.09e-05,0.491,0.0477,0.64,125.022,343685,edm,2009,0
15,0.536,0.771,-2.028,0.309,0.322,0.901,0.0653,0.133,128.087,172266,edm,2012,0
53,0.591,0.759,-3.785,0.0404,0.0484,1.23e-06,0.108,0.235,130.043,203077,edm,2019,0
48,0.376,0.654,-5.531,0.171,0.435,0.0,0.258,0.571,77.777,224480,latin,2009,0
28,0.664,0.518,-7.443,0.0343,0.455,0.0,0.149,0.534,102.01,200224,latin,2020,0
51,0.709,0.47,-8.718,0.272,0.128,5.48e-06,0.416,0.543,170.014,218294,latin,2019,0
49,0.776,0.857,-5.824,0.0598,0.29,4.47e-06,0.125,0.552,95.02,254027,latin,2006,0
57,0.884,0.743,-7.65,0.112,0.116,0.00011,0.127,0.781,95.997,212480,latin,2003,0
67,0.766,0.763,-5.702,0.205,0.376,0.000176,0.1,0.732,186.004,248160,latin,2019,0
76,0.829,0.51,-9.334,0.0369,0.00821,0.0014,0.0829,0.45,119.993,208133,latin,2014,0
0,0.706,0.763,-6.318,0.163,0.264,0.0,0.0749,0.821,89.92,217627,latin,2009,0
49,0.692,0.885,-3.132,0.0466,0.425,0.00256,0.239,0.923,126.228,208640,latin,1998,0
73,0.783,0.537,-2.921,0.0795,0.278,0.0,0.229,0.393,113.988,222866,latin,2018,0
55,0.774,0.783,-4.544,0.351,0.139,0.0,0.622,0.683,101.981,144116,latin,2019,0
0,0.722,0.785,-8.895,0.122,0.176,0.00081,0.121,0.668,127.881,165224,latin,2008,0
0,0.804,0.931,-5.631,0.156,0.16,0.0,0.0903,0.764,104.992,235860,latin,2015,0
76,0.657,0.695,-4.493,0.0321,0.0108,0.0,0.0822,0.683,65.997,212107,latin,2009,0
0,0.949,0.455,-4.239,0.0555,0.0306,7.72e-06,0.0713,0.738,100.981,231627,latin,2010,0
71,0.754,0.804,-3.177,0.0853,0.00332,0.0,0.0329,0.818,119.968,203867,latin,2010,0
82,0.749,0.925,-5.034,0.227,0.241,0.0,0.52,0.641,86.989,263373,latin,2010,0
2,0.631,0.67,-6.958,0.153,0.0247,0.0,0.128,0.884,213.99,185013,latin,2008,0
79,0.851,0.701,-3.649,0.0396,0.311,0.000211,0.163,0.527,98.039,173827,latin,2019,0
67,0.594,0.789,-4.469,0.0522,0.213,0.0,0.0732,0.576,179.95,253333,latin,2019,0
0,0.706,0.845,-4.473,0.176,0.53,0.0,0.249,0.887,81.499,208480,latin,2015,0
46,0.808,0.873,-2.912,0.238,0.0418,0.0,0.0818,0.913,109.987,245827,latin,2016,0
41,0.772,0.633,-6.231,0.0358,0.285,0.0,0.297,0.63,98.091,153673,latin,2019,0
75,0.758,0.629,-5.579,0.0852,0.463,1.8e-06,0.113,0.575,97.006,203923,latin,2019,0
0,0.675,0.919,-6.075,0.0366,0.0606,0.00653,0.103,0.726,97.017,252773,latin,2012,0
64,0.617,0.771,-5.586,0.112,0.0384,3.32e-06,0.162,0.553,180.002,267747,latin,2008,0
51,0.765,0.816,-3.99,0.0595,0.124,8.06e-05,0.197,0.624,89.005,212027,latin,2016,0
53,0.585,0.746,-5.108,0.309,0.089,0.0,0.0697,0.459,177.738,185002,latin,2019,0
71,0.694,0.63,-6.84,0.162,0.0998,0.000635,0.12,0.341,90.045,189493,latin,2018,0
52,0.66,0.491,-8.368,0.0697,0.828,0.0,0.151,0.322,124.027,263640,latin,2019,0
65,0.592,0.487,-9.052,0.251,0.485,0.0,0.0768,0.638,170.285,205569,latin,2017,0
32,0.738,0.799,-3.182,0.0722,0.0197,0.0,0.116,0.553,94.009,189894,latin,2018,0
76,0.742,0.858,-4.946,0.0483,0.0826,0.0,0.364,0.64,95.049,194742,latin,2017,0
52,0.733,0.633,-6.218,0.159,0.371,7.14e-05,0.107,0.73,99.988,195136,latin,2019,0
62,0.691,0.829,-4.627,0.158,0.102,0.000177,0.0698,0.564,172.161,163294,latin,2018,0
72,0.729,0.805,-3.83,0.184,0.19,0.225,0.0909,0.345,191.994,225373,latin,2019,0
39,0.764,0.624,-9.586,0.0399,0.547,0.833,0.108,0.485,112.016,244660,latin,2019,0
7,0.728,0.601,-7.038,0.034,0.00552,0.0,0.312,0.461,92.029,211424,latin,2020,0
66,0.808,0.697,-5.899,0.241,0.041,0.0,0.0546,0.554,95.06,232020,latin,2004,0
68,0.593,0.787,-3.67,0.34,0.303,0.0,0.0917,0.495,191.772,204064,latin,2019,0
38,0.726,0.676,-6.314,0.0349,0.102,0.00192,0.265,0.752,116.991,127838,latin,2018,0
62,0.732,0.555,-7.973,0.0326,0.625,0.0,0.112,0.729,114.981,206612,latin,2019,0
53,0.886,0.637,-7.654,0.0766,0.213,0.00747,0.0667,0.617,102.026,191941,latin,2019,0
12,0.822,0.809,-7.84,0.0845,0.0249,0.000702,0.0887,0.803,95.025,212400,latin,2004,0
45,0.526,0.875,-2.403,0.0379,0.205,2.65e-06,0.34,0.467,128.019,185156,latin,2019,0
15,0.704,0.425,-11.724,0.0286,0.0185,0.000162,0.0837,0.323,101.58,198733,latin,1990,0
51,0.648,0.712,-8.184,0.0341,0.203,0.0,0.24,0.451,94.971,212213,latin,2019,0
50,0.656,0.723,-5.744,0.0509,0.0267,0.0,0.0951,0.498,136.128,206489,latin,2019,0
0,0.726,0.784,-6.053,0.239,0.0607,0.0,0.112,0.651,192.068,171147,latin,2005,0
60,0.588,0.61,-5.008,0.234,0.534,0.0,0.303,0.645,99.926,204081,latin,2016,0
75,0.837,0.784,-4.531,0.101,0.175,0.0,0.0897,0.748,94.036,217653,latin,2018,0
69,0.661,0.676,-6.377,0.139,0.134,1.68e-06,0.109,0.494,171.951,184889,latin,2019,0
31,0.642,0.803,-3.663,0.0415,0.429,0.378,0.102,0.646,113.401,150483,latin,2019,0
82,0.864,0.869,-2.963,0.139,0.146,0.0,0.063,0.853,99.988,219933,latin,2019,0
35,0.794,0.798,-4.791,0.0602,0.0651,9.18e-05,0.233,0.629,105.069,228571,latin,2020,0
74,0.585,0.62,-8.09,0.0327,0.0426,0.00224,0.15,0.281,101.939,172227,latin,2019,0
42,0.877,0.503,-8.732,0.328,0.263,0.00231,0.178,0.579,90.066,173333,latin,2017,0
69,0.611,0.791,-3.558,0.173,0.19,3.02e-06,0.12,0.658,192.07,245000,latin,2018,0
0,0.746,0.733,-6.376,0.124,0.378,0.0,0.124,0.539,100.168,165026,latin,2015,0
67,0.68,0.942,-4.21,0.0628,0.175,0.0013,0.117,0.65,123.99,229813,latin,2018,0
60,0.785,0.582,-4.877,0.237,0.191,0.0,0.2,0.861,71.774,231360,latin,2007,0
91,0.676,0.771,-3.675,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,latin,2019,0
20,0.842,0.874,-11.12,0.221,0.0345,0.694,0.295,0.504,90.734,209827,latin,1993,0
50,0.717,0.614,-7.082,0.0328,0.13,0.000312,0.169,0.42,123.999,176347,latin,2016,0
74,0.761,0.838,-3.073,0.0502,0.4,0.0,0.176,0.71,93.974,222560,latin,2016,0
3,0.687,0.778,-6.623,0.101,0.209,0.0,0.117,0.865,172.047,240733,latin,2012,0
61,0.865,0.699,-4.921,0.0668,0.334,0.0,0.104,0.536,95.016,208840,latin,2018,0
40,0.658,0.334,-13.731,0.129,0.408,1.25e-05,0.67,0.641,80.684,191141,latin,2019,0
72,0.724,0.904,-3.354,0.0966,0.0786,0.0,0.226,0.846,90.999,200813,latin,2016,0
44,0.762,0.785,-5.124,0.0343,0.0599,0.0,0.107,0.674,115.027,165391,latin,2019,0
50,0.754,0.716,-6.165,0.0633,0.121,0.00266,0.661,0.668,95.018,157000,latin,2019,0
47,0.686,0.837,-3.8,0.0406,0.00887,8.87e-05,0.383,0.197,109.023,255413,latin,2019,0
36,0.754,0.66,-5.358,0.0271,0.19,0.0,0.122,0.729,103.963,211091,latin,2019,0
54,0.548,0.701,-4.862,0.0914,0.0178,1.34e-05,0.134,0.309,104.237,189029,latin,2017,0
7,0.746,0.993,-2.134,0.0499,0.0866,0.0548,0.0689,0.972,122.046,202827,latin,2010,0
39,0.571,0.747,-5.564,0.388,0.144,0.0,0.233,0.359,103.082,318933,latin,2015,0
74,0.887,0.765,-5.207,0.0669,0.00915,0.000872,0.0907,0.456,102.958,177186,latin,2019,0
87,0.794,0.32,-12.92,0.173,0.853,0.134,0.112,0.241,174.088,342040,latin,2020,0
77,0.747,0.74,-4.325,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,latin,2018,0
79,0.847,0.736,-4.542,0.266,0.0532,0.000142,0.0302,0.876,160.012,171000,latin,2019,0
32,0.809,0.807,-4.284,0.0744,0.0301,0.0,0.0814,0.598,106.983,224760,latin,2017,0
40,0.716,0.656,-7.867,0.0883,0.135,0.0,0.212,0.424,101.09,183071,latin,2015,0
57,0.838,0.72,-4.135,0.0483,0.0862,0.00697,0.0772,0.204,122.99,251987,latin,2014,0
56,0.629,0.88,-6.695,0.156,0.00879,0.0,0.814,0.757,93.013,258613,latin,2010,0
70,0.692,0.855,-4.77,0.0725,0.24,0.0,0.0967,0.777,94.984,228147,latin,2017,0
64,0.822,0.466,-8.432,0.0407,0.284,0.00506,0.152,0.595,141.975,188416,latin,2019,0
13,0.683,0.838,-9.433,0.0358,0.0355,0.00157,0.0627,0.874,115.879,255333,latin,2014,0
46,0.579,0.776,-6.594,0.0478,0.0023,3.36e-06,0.255,0.565,123.95,177170,latin,2016,0
0,0.502,0.944,-1.884,0.148,0.116,0.0,0.293,0.899,195.804,229179,latin,2015,0
8,0.429,0.774,-8.846,0.0493,0.032,0.709,0.37,0.0671,119.975,263755,latin,2016,0
90,0.734,0.836,-4.803,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,latin,2019,0
8,0.6,0.854,-4.234,0.0351,0.18,0.0,0.0862,0.396,95.016,221442,latin,2015,0
