popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre,year,explicit
60,0.686,0.817,-6.035,0.046,0.265,0.000186,0.415,0.474,121.996,182521,pop,2017,0
51,0.763,0.533,-7.148,0.0598,0.142,0.0,0.112,0.591,138.033,195112,pop,2019,0
23,0.492,0.954,-2.904,0.0662,0.000744,8.69e-05,0.127,0.549,87.984,236720,pop,2011,0
71,0.736,0.555,-4.689,0.0757,0.0345,0.000157,0.0798,0.323,91.997,222320,pop,2018,0
68,0.642,0.873,-5.821,0.0551,0.00394,0.0,0.175,0.662,82.002,192053,pop,2013,0
8,0.556,0.535,-4.789,0.0372,0.467,0.0,0.332,0.687,144.635,160400,pop,2002,0
69,0.695,0.869,-5.066,0.0483,0.41,0.0,0.237,0.58,124.989,234507,pop,2012,0
66,0.746,0.767,-2.907,0.0374,0.0601,1.07e-05,0.0859,0.773,94.007,196628,pop,2018,0
69,0.936,0.353,-12.17,0.0458,0.691,2.73e-05,0.133,0.863,124.964,181000,pop,2019,0
49,0.963,0.603,-6.224,0.18,0.0673,5.93e-06,0.214,0.647,129.99,260240,pop,2014,0
10,0.681,0.594,-4.986,0.0486,0.0777,0.0,0.0961,0.417,120.141,208729,pop,2016,0
54,0.729,0.926,-2.129,0.108,0.0796,9.14e-06,0.152,0.743,110.05,191994,pop,2018,0
64,0.68,0.772,-5.995,0.0416,0.535,0.0153,0.147,0.376,105.005,244510,pop,2015,0
55,0.706,0.841,-3.956,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,pop,2020,0
0,0.478,0.802,-4.298,0.0333,0.00478,0.0,0.32,0.473,96.974,216560,pop,2009,0
14,0.571,0.932,-3.68,0.0576,0.00448,0.00939,0.117,0.864,150.014,220627,pop,2011,0
83,0.651,0.693,-4.722,0.0375,0.458,0.0,0.335,0.392,118.97,236765,pop,2019,0
44,0.749,0.688,-6.446,0.0289,0.0504,0.0,0.0902,0.668,106.991,197240,pop,2018,0
78,0.532,0.767,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361,210173,pop,1980,0
75,0.594,0.26,-9.062,0.0601,0.779,0.0,0.0924,0.303,84.648,144387,pop,2019,0
21,0.677,0.694,-9.775,0.0317,0.258,0.0443,0.114,0.25,108.974,211393,pop,2015,0
79,0.856,0.523,-10.481,0.131,0.444,0.0,0.0537,0.709,105.935,219667,pop,2019,0
75,0.65,0.594,-6.374,0.0492,0.161,0.0,0.133,0.416,145.944,179577,pop,2019,0
6,0.576,0.766,-4.943,0.449,0.028,1.68e-06,0.366,0.236,144.833,246761,pop,2016,0
18,0.656,0.78,-7.053,0.0456,0.116,0.163,0.101,0.339,130.059,294893,pop,2014,0
81,0.588,0.67,-6.439,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,pop,2018,0
21,0.806,0.353,-12.134,0.0366,0.845,0.000193,0.137,0.0391,98.024,263155,pop,2019,0
80,0.693,0.604,-5.279,0.0427,0.0668,0.0,0.114,0.651,75.014,179930,pop,2019,0
68,0.909,0.392,-6.221,0.0652,0.278,1.77e-06,0.106,0.61,127.052,154961,pop,2019,0
68,0.657,0.827,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889,190186,pop,2015,0
73,0.573,0.739,-5.74,0.129,0.0285,0.0,0.111,0.451,97.085,230227,pop,2015,0
42,0.562,0.748,-3.359,0.0428,0.0575,0.0,0.2,0.492,100.032,186703,pop,2018,0
75,0.754,0.653,-5.095,0.0611,0.0944,0.0,0.383,0.379,123.084,179746,pop,2019,0
23,0.51,0.835,-4.673,0.0447,0.00791,0.0,0.219,0.435,140.024,226747,pop,2019,0
76,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413,pop,2013,0
52,0.661,0.758,-5.299,0.0864,0.0797,0.0,0.106,0.387,114.098,224061,pop,2019,0
45,0.734,0.714,-7.02,0.036,0.0134,2.76e-05,0.0751,0.744,120.006,292767,pop,2019,0
43,0.401,0.308,-12.464,0.117,0.389,0.0057,0.143,0.205,147.314,169079,pop,2019,0
90,0.778,0.317,-10.732,0.334,0.592,0.0,0.0881,0.327,140.048,178627,pop,2019,0
51,0.638,0.847,-5.648,0.0338,0.00405,0.0419,0.4,0.333,123.042,195160,pop,2014,0
68,0.808,0.786,-6.897,0.0447,0.00928,0.0701,0.0574,0.899,96.987,191240,pop,2020,0
63,0.55,0.899,-3.284,0.0458,0.0113,9.65e-05,0.137,0.408,125.85,170079,pop,2019,0
25,0.645,0.741,-4.989,0.0339,0.0323,0.0,0.29,0.534,123.07,203000,pop,2017,0
82,0.673,0.752,-4.705,0.0567,0.214,1.53e-06,0.106,0.699,178.005,209320,pop,2019,0
23,0.635,0.627,-10.125,0.0275,0.0171,0.518,0.0722,0.283,125.352,397027,pop,1996,0
18,0.547,0.889,-4.538,0.0586,0.0759,0.0,0.127,0.449,150.031,242347,pop,2010,0
65,0.929,0.572,-6.928,0.0506,0.017,0.00353,0.122,0.288,128.014,237231,pop,2017,0
57,0.481,0.687,-6.748,0.0699,0.238,0.11,0.107,0.188,145.971,270257,pop,2015,0
76,0.742,0.882,-2.862,0.117,0.0466,0.0,0.206,0.463,102.04,221176,pop,2018,0
65,0.845,0.768,-5.448,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,187840,pop,2020,0
68,0.592,0.741,-3.792,0.0842,0.0251,0.0,0.111,0.379,180.038,220680,pop,2017,0
79,0.63,0.928,-2.787,0.0331,0.199,0.124,0.148,0.465,123.963,222160,pop,2016,0
51,0.674,0.87,-5.158,0.0912,0.428,5.08e-06,0.127,0.559,120.027,198360,pop,2006,0
48,0.552,0.647,-9.247,0.035,0.0581,0.000539,0.0949,0.381,157.945,350886,pop,2015,0
2,0.561,0.789,-9.134,0.0952,0.00217,0.446,0.194,0.796,112.815,243800,pop,2010,0
59,0.55,0.938,-3.556,0.0522,0.00171,2.18e-05,0.555,0.433,133.99,214493,pop,2008,0
71,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,211520,pop,2007,0
54,0.552,0.931,-5.166,0.053,0.00836,0.0,0.0551,0.666,158.036,182653,pop,2020,0
60,0.707,0.856,-3.861,0.205,0.142,0.0,0.124,0.51,126.914,179552,pop,2019,0
72,0.544,0.915,-3.405,0.0841,0.129,0.000914,0.115,0.51,126.094,184280,pop,2014,0
72,0.495,0.894,-4.814,0.0441,0.00453,0.000596,0.103,0.213,126.03,239894,pop,2013,0
73,0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,pop,2015,0
12,0.705,0.55,-7.974,0.0381,0.0887,0.00485,0.0895,0.351,94.969,212211,pop,2019,0
53,0.57,0.376,-9.932,0.0302,0.73,0.0,0.127,0.248,130.147,220629,pop,2018,0
23,0.673,0.789,-4.288,0.0408,0.00975,0.0,0.752,0.841,100.043,197427,pop,2016,0
90,0.548,0.816,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,174000,pop,2019,0
82,0.836,0.544,-5.975,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,pop,2017,0
91,0.598,0.526,-8.659,0.0415,0.129,0.0,0.14,0.529,123.935,168387,pop,2019,0
34,0.634,0.837,-11.813,0.0389,0.0934,0.889,0.166,0.129,129.142,466693,pop,2015,0
25,0.757,0.627,-6.441,0.0284,0.42,0.000868,0.117,0.212,115.017,174261,pop,2015,0
33,0.682,0.79,-4.058,0.0313,0.0533,3.87e-06,0.251,0.222,123.049,176675,pop,2019,0
75,0.602,0.881,-5.875,0.0443,0.00462,0.0266,0.111,0.577,125.012,467587,pop,2015,0
78,0.732,0.856,-2.2,0.0929,0.0828,0.0,0.323,0.771,145.034,177670,pop,2019,0
16,0.473,0.777,-3.698,0.059,0.119,7.87e-05,0.671,0.21,136.249,186813,pop,2012,0
59,0.755,0.527,-14.475,0.0656,0.0881,0.00653,0.202,0.362,107.729,217500,pop,2016,0
45,0.671,0.752,-4.049,0.0615,0.0281,0.0,0.101,0.635,130.02,210827,pop,2019,0
49,0.731,0.362,-9.341,0.119,0.293,0.0,0.11,0.652,92.935,149692,pop,2020,0
85,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,244960,pop,2016,0
55,0.697,0.6,-9.439,0.0266,0.146,0.125,0.0965,0.498,99.979,278272,pop,2017,0
54,0.769,0.569,-5.615,0.191,0.255,0.0,0.0964,0.485,110.032,183280,pop,2018,0
76,0.777,0.895,-4.464,0.0618,0.0348,0.0,0.317,0.826,111.987,211773,pop,2015,0
64,0.752,0.804,-3.512,0.0656,0.022,1.76e-05,0.0865,0.795,146.943,193253,pop,2019,0
62,0.735,0.744,-3.757,0.141,0.0203,2.08e-05,0.0941,0.622,94.075,209362,pop,2019,0
63,0.399,0.599,-6.987,0.204,0.362,0.0,0.188,0.0911,73.051,299600,pop,2012,0
29,0.618,0.94,-5.804,0.0495,0.000734,0.00217,0.399,0.96,155.949,151707,pop,2008,0
62,0.662,0.837,-5.015,0.0582,0.0623,0.0,0.0931,0.613,136.998,187013,pop,2016,0
66,0.725,0.94,-2.32,0.0435,0.115,0.00431,0.0864,0.905,127.051,208475,pop,2018,0
7,0.592,0.701,-5.879,0.0292,0.276,0.000103,0.0882,0.509,146.032,315603,pop,2016,0
1,0.633,0.83,-3.754,0.153,0.0232,0.000372,0.0948,0.457,121.978,184918,pop,2015,0
0,0.548,0.59,-7.95,0.0293,0.195,0.0,0.0895,0.243,144.035,243253,pop,2010,0
50,0.709,0.616,-6.246,0.213,0.38,1.57e-05,0.312,0.576,91.921,216848,pop,2018,0
73,0.573,0.441,-5.799,0.0758,0.186,0.0,0.61,0.389,61.657,185547,pop,2018,0
52,0.764,0.883,-10.304,0.0434,0.0395,1.5e-06,0.0985,0.844,137.015,197627,pop,1996,0
75,0.59,0.642,-3.87,0.122,0.0771,0.0,0.105,0.651,107.356,174444,pop,2019,0
87,0.719,0.704,-4.724,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,pop,2018,0
35,0.564,0.833,-3.964,0.0952,0.0112,0.0,0.101,0.395,127.948,209341,pop,2018,0
32,0.581,0.749,-3.632,0.0493,0.0977,3.48e-05,0.111,0.675,100.092,217067,pop,2017,0
62,0.27,0.83,-4.592,0.0741,0.00956,0.434,0.142,0.205,117.314,196560,pop,2014,0
26,0.859,0.557,-5.907,0.053,0.289,8.13e-05,0.12,0.56,121.977,142859,pop,2019,0
23,0.779,0.571,-6.847,0.0286,0.182,0.00345,0.0978,0.463,120.003,274200,pop,2008,0
48,0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075,222093,pop,2014,0
59,0.504,0.889,-4.533,0.0737,0.0489,0.0,0.19,0.367,165.047,205851,pop,2015,0
57,0.697,0.897,-3.628,0.136,0.0323,0.0,0.138,0.736,140.03,195027,pop,2019,0
58,0.768,0.83,-4.983,0.036,0.0229,0.000127,0.145,0.444,126.007,187301,pop,2018,0
85,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,244960,pop,2016,0
85,0.674,0.881,-2.853,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,pop,2019,0
76,0.71,0.799,-4.897,0.0328,0.22,0.000602,0.349,0.725,120.372,238267,pop,1983,0
56,0.762,0.665,-6.92,0.0471,0.169,0.0,0.103,0.961,115.946,193640,pop,2019,0
61,0.408,0.415,-11.257,0.0248,0.503,0.906,0.105,0.275,89.801,311000,pop,2020,0
75,0.539,0.583,-4.935,0.0275,0.108,0.0,0.111,0.337,86.063,328093,pop,1988,0
33,0.759,0.682,-6.34,0.041,0.0573,0.0,0.106,0.466,108.941,182053,pop,2019,0
21,0.588,0.853,-5.069,0.0505,0.000778,0.0,0.219,0.598,125.007,217347,pop,2012,0
74,0.736,0.795,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,pop,2017,0
65,0.59,0.799,-6.603,0.0349,0.181,3.69e-06,0.211,0.326,108.007,253000,pop,1999,0
60,0.667,0.922,-4.645,0.0353,0.000354,0.0,0.0867,0.761,130.01,216160,pop,2012,0
32,0.54,0.916,-2.458,0.0418,0.0221,4.66e-05,0.18,0.718,94.044,245106,pop,2017,0
67,0.824,0.538,-7.972,0.269,0.26,3.45e-05,0.13,0.352,110.879,208671,pop,2015,0
22,0.625,0.542,-11.242,0.0656,0.172,0.373,0.104,0.346,74.467,252200,pop,2020,0
0,0.597,0.788,-11.805,0.0349,0.18,0.314,0.0582,0.954,109.377,386506,pop,1990,0
51,0.793,0.567,-7.604,0.0813,0.0687,0.0,0.0663,0.813,108.007,188889,pop,2016,0
46,0.556,0.817,-4.442,0.0737,0.0195,2.45e-05,0.266,0.423,109.999,188652,pop,2018,0
76,0.44,0.635,-6.385,0.0326,0.129,0.0,0.121,0.327,128.133,207095,pop,2019,0
18,0.792,0.728,-4.391,0.0842,0.16,0.0,0.0511,0.565,106.101,168300,pop,2019,0
0,0.596,0.742,-8.003,0.0321,0.00263,0.0467,0.0733,0.843,146.483,388013,pop,2016,0
80,0.624,0.876,-3.374,0.1,0.0735,0.0,0.327,0.781,99.943,170827,pop,2017,0
55,0.605,0.926,-4.831,0.0372,0.0714,2.18e-05,0.0953,0.49,129.844,236547,pop,1983,0
79,0.728,0.563,-8.053,0.134,0.621,0.0,0.179,0.352,100.017,217707,pop,2016,0
30,0.77,0.796,-5.161,0.0372,0.151,0.0,0.0837,0.308,101.985,183528,pop,2018,0
71,0.799,0.538,-4.775,0.0622,0.642,1.23e-06,0.107,0.582,92.452,192346,pop,2019,0
0,0.807,0.68,-7.226,0.0353,0.0358,0.000194,0.0834,0.84,113.977,248960,pop,2010,0
31,0.36,0.221,-12.601,0.0345,0.798,3.73e-06,0.143,0.294,143.688,256895,pop,2019,0
71,0.548,0.65,-5.827,0.0591,0.219,0.0,0.225,0.557,144.937,194897,pop,2017,0
12,0.744,0.783,-7.077,0.0337,0.0553,0.0,0.086,0.885,120.042,235493,pop,2014,0
4,0.602,0.723,-3.021,0.0405,0.168,0.0,0.0781,0.293,122.812,239853,pop,2016,0
11,0.777,0.627,-6.142,0.0792,0.356,0.0,0.0956,0.444,100.054,214480,pop,2016,0
83,0.682,0.656,-4.67,0.0435,0.0737,0.0,0.353,0.607,130.089,183027,pop,2019,0
82,0.673,0.886,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,pop,2010,0
47,0.602,0.922,-3.061,0.0386,0.00632,0.0,0.284,0.396,104.101,169733,pop,2009,0
68,0.657,0.882,-3.565,0.0456,0.247,0.00202,0.112,0.179,127.994,195000,pop,2019,0
76,0.77,0.636,-6.724,0.131,0.169,0.0,0.0676,0.492,105.93,215760,pop,2019,0
1,0.595,0.824,-6.692,0.04,0.208,0.00094,0.106,0.563,164.066,237395,pop,2015,0
0,0.7,0.582,-12.196,0.0239,0.0967,1.4e-05,0.105,0.915,104.66,281053,pop,2020,0
68,0.696,0.943,-2.962,0.0431,0.0736,0.0,0.653,0.833,129.003,194867,pop,2001,0
70,0.421,0.669,-4.724,0.127,0.151,0.0,0.635,0.326,175.788,208013,pop,2019,0
65,0.678,0.747,-5.289,0.165,0.0395,0.0,0.174,0.516,120.002,189375,pop,2018,0
59,0.683,0.613,-6.478,0.0433,0.378,0.0424,0.119,0.42,116.911,182667,pop,2012,0
74,0.738,0.794,-4.118,0.0416,0.101,0.0,0.0533,0.566,104.014,184134,pop,2018,0
1,0.637,0.757,-8.261,0.0271,0.0828,4.98e-06,0.313,0.665,113.705,240884,pop,2020,0
58,0.781,0.879,-3.725,0.0533,0.0309,0.0,0.0546,0.836,119.997,204893,pop,2019,0
75,0.775,0.585,-9.516,0.0271,0.0422,0.619,0.077,0.518,109.942,337560,pop,2013,0
63,0.633,0.854,-4.046,0.0432,0.0382,2.83e-05,0.434,0.659,126.026,172360,pop,2018,0
71,0.642,0.772,-6.61,0.0848,0.0476,0.0,0.0646,0.589,153.995,164205,pop,2018,0
28,0.741,0.643,-6.476,0.079,0.0826,0.0,0.107,0.66,89.99,166116,pop,2018,0
77,0.74,0.498,-6.684,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,pop,2019,0
0,0.662,0.904,-6.055,0.0359,0.00789,0.413,0.0525,0.591,119.936,249280,pop,2010,0
50,0.457,0.434,-10.445,0.0366,0.0839,0.00552,0.123,0.0822,180.145,286960,pop,2007,0
37,0.638,0.947,-2.074,0.0333,0.0859,0.0,0.0883,0.658,96.045,222213,pop,2011,0
55,0.633,0.327,-3.599,0.0386,0.831,3.04e-05,0.114,0.57,127.853,165015,pop,2020,0
47,0.56,0.826,-5.866,0.0976,0.00272,0.0,0.487,0.492,141.974,206676,pop,2011,0
62,0.614,0.857,-4.171,0.111,0.0987,0.0,0.177,0.677,164.146,201040,pop,2010,0
0,0.471,0.592,-6.685,0.0308,0.0345,0.000222,0.207,0.219,75.939,190080,pop,2016,0
50,0.47,0.67,-7.526,0.0783,0.393,0.041,0.117,0.219,83.856,204213,pop,2017,0
62,0.84,0.724,-5.353,0.109,0.0878,0.0,0.0301,0.431,101.994,161178,pop,2019,0
34,0.804,0.877,-3.722,0.0609,0.00178,0.141,0.334,0.635,124.992,257280,pop,2015,0
18,0.528,0.826,-3.646,0.19,0.0859,2.28e-06,0.311,0.349,135.794,178235,pop,2020,0
76,0.53,0.422,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964,221360,pop,2013,0
79,0.591,0.705,-6.519,0.079,0.381,0.000116,0.131,0.27,121.799,215316,pop,2019,0
31,0.485,0.659,-5.83,0.0293,0.148,0.00295,0.171,0.121,85.996,313000,pop,2017,0
34,0.683,0.584,-8.551,0.085,0.282,0.00372,0.11,0.231,129.318,197447,pop,2014,0
98,0.764,0.32,-7.209,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,pop,2019,0
58,0.438,0.206,-14.173,0.0461,0.94,0.00439,0.107,0.434,155.049,217700,pop,2018,0
72,0.635,0.9,-3.719,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,pop,2018,0
47,0.468,0.935,-3.901,0.0456,0.00126,0.00712,0.0761,0.619,182.002,192733,pop,2013,0
57,0.609,0.872,-4.72,0.0447,0.0483,0.000971,0.119,0.534,111.967,204774,pop,2018,0
64,0.762,0.821,-4.17,0.0389,0.205,0.000419,0.259,0.769,122.999,206960,pop,2016,0
83,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,pop,2017,0
59,0.342,0.609,-5.68,0.0943,0.185,0.00052,0.0799,0.401,82.989,261595,pop,2016,0
57,0.74,0.543,-7.201,0.108,0.09,0.0,0.135,0.46,157.987,164544,pop,2019,0
6,0.584,0.735,-3.215,0.0481,0.0495,4.03e-05,0.141,0.557,127.009,278480,pop,2014,0
17,0.642,0.758,-6.572,0.141,0.134,0.00762,0.272,0.344,125.965,216257,pop,2017,0
42,0.486,0.183,-16.494,0.0379,0.992,0.0308,0.0886,0.075,122.833,347459,pop,2016,0
42,0.472,0.871,-3.492,0.0836,0.000632,0.0,0.219,0.803,177.965,197463,pop,2008,0
59,0.552,0.745,-5.564,0.0807,0.00361,0.0,0.43,0.488,159.915,282000,pop,2016,0
54,0.663,0.563,-8.072,0.309,0.483,0.0,0.0825,0.551,80.013,159750,pop,2019,0
67,0.764,0.836,-2.868,0.0396,0.208,0.0,0.234,0.51,111.934,214293,pop,2019,0
54,0.663,0.84,-5.618,0.0453,0.00534,0.342,0.169,0.2,108.022,271136,pop,2017,0
5,0.809,0.436,-6.26,0.233,0.0336,0.0,0.0985,0.259,137.934,245239,pop,2017,0
8,0.564,0.737,-4.079,0.0414,0.0175,0.0,0.054,0.211,104.764,220573,pop,2015,0
18,0.528,0.844,-5.095,0.16,0.0761,0.0,0.133,0.581,148.018,208026,pop,2013,0
16,0.741,0.891,-2.824,0.119,0.0437,0.0,0.256,0.449,102.002,221176,pop,2016,0
66,0.709,0.496,-10.528,0.0417,0.581,0.195,0.151,0.469,78.477,181587,pop,2017,0
47,0.694,0.739,-2.078,0.0742,0.517,0.00102,0.128,0.563,119.965,211130,pop,2014,0
22,0.735,0.451,-8.374,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200,pop,2016,0
7,0.665,0.6,-7.396,0.0344,0.0103,0.455,0.0928,0.595,102.002,247920,pop,2019,0
0,0.611,0.753,-9.153,0.0509,0.0321,1e-06,0.0343,0.22,105.016,233813,pop,2018,0
56,0.774,0.673,-6.473,0.035,0.22,0.583,0.0973,0.917,126.016,210040,pop,2017,0
54,0.594,0.804,-3.311,0.0378,0.221,0.0,0.12,0.326,115.941,256552,pop,2019,0
83,0.762,0.7,-6.021,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,pop,2017,0
45,0.71,0.891,-7.322,0.0337,0.13,0.0,0.115,0.655,114.042,274227,pop,2002,0
87,0.834,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008,312820,pop,2018,0
39,0.706,0.3,-14.218,0.0302,0.699,0.0271,0.108,0.0819,108.903,235627,pop,2008,0
24,0.44,0.87,-4.811,0.0708,0.0164,0.0,0.0778,0.326,172.047,224213,pop,2010,0
85,0.674,0.881,-2.853,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,pop,2019,0
23,0.697,0.794,-5.005,0.0761,0.0724,0.0,0.0353,0.379,96.989,186881,pop,2016,0
93,0.531,0.75,-5.831,0.111,0.00632,7.6e-05,0.117,0.198,169.954,200080,pop,2019,0
0,0.697,0.856,-6.026,0.0296,0.0637,0.00422,0.0945,0.808,125.111,269280,pop,2020,0
44,0.697,0.662,-7.831,0.208,0.112,0.129,0.11,0.326,92.023,213913,pop,2020,0
20,0.327,0.71,-2.928,0.0547,0.202,9e-05,0.28,0.416,179.561,175200,pop,2012,0
51,0.597,0.735,-5.123,0.0416,0.0485,0.0,0.371,0.188,126.037,179048,pop,2019,0
44,0.868,0.493,-10.155,0.0695,0.0876,0.000618,0.0541,0.652,108.016,182373,pop,2020,0
51,0.229,0.871,-4.558,0.103,0.0133,2.18e-06,0.266,0.395,86.965,215653,pop,2017,0
85,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,pop,2018,0
49,0.646,0.412,-10.929,0.111,0.145,0.0,0.111,0.276,161.878,121482,pop,2019,0
16,0.822,0.969,-11.471,0.0582,0.259,0.000162,0.39,0.765,128.007,283748,pop,2020,0
81,0.52,0.761,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,pop,2017,0
74,0.625,0.707,-4.761,0.0337,0.22,0.0,0.213,0.479,138.064,248156,pop,2017,0
80,0.748,0.788,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,pop,2015,0
81,0.532,0.869,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803,208373,pop,2016,0
49,0.731,0.869,-2.634,0.0409,0.145,0.000185,0.116,0.789,127.971,218440,pop,2014,0
24,0.781,0.423,-9.22,0.192,0.239,0.268,0.104,0.307,160.078,220439,pop,2013,0
77,0.449,0.585,-6.762,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,278719,pop,2011,0
54,0.592,0.84,-4.697,0.0364,0.0193,0.000191,0.327,0.679,103.026,252480,pop,2016,0
70,0.669,0.78,-4.287,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333,pop,2013,0
0,0.691,0.841,-4.832,0.0633,0.0275,0.000252,0.232,0.403,100.045,183200,pop,2016,0
76,0.696,0.817,-3.862,0.109,0.075,0.0,0.187,0.782,98.064,216409,pop,2017,0
49,0.61,0.789,-5.485,0.0378,0.00221,0.0,0.122,0.57,92.021,201533,pop,2015,0
79,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,pop,2014,0
11,0.656,0.526,-15.149,0.0437,0.355,0.00801,0.116,0.589,106.985,263387,pop,2015,0
31,0.394,0.331,-11.762,0.0802,0.29,1.35e-05,0.109,0.154,106.532,197708,pop,2018,0
59,0.869,0.63,-7.058,0.0374,0.198,7.38e-05,0.0749,0.844,124.017,183533,pop,2007,0
14,0.77,0.544,-8.727,0.0375,0.204,0.0129,0.059,0.504,111.97,221396,pop,2019,0
62,0.648,0.755,-7.901,0.03,0.0141,0.000249,0.225,0.607,126.341,294587,pop,1983,0
33,0.717,0.545,-7.579,0.113,0.489,2.46e-06,0.134,0.398,95.043,178105,pop,2019,0
44,0.591,0.828,-4.155,0.04,0.00927,0.0,0.328,0.3,154.965,232302,pop,2015,0
0,0.609,0.858,-5.862,0.0594,0.599,0.000229,0.232,0.351,124.986,314259,pop,2005,0
46,0.44,0.652,-6.201,0.079,0.0357,0.000136,0.0587,0.5,93.353,188107,pop,2020,0
71,0.775,0.872,-4.194,0.0469,0.033,0.0579,0.298,0.379,122.994,191496,pop,2018,0
88,0.838,0.545,-6.713,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590,pop,2020,0
63,0.621,0.898,-4.569,0.0401,0.0976,1.08e-05,0.404,0.332,124.018,181040,pop,2019,0
0,0.612,0.822,-4.968,0.034,0.000353,7.06e-05,0.0914,0.858,130.054,214990,pop,2017,0
0,0.634,0.674,-10.269,0.0486,0.563,0.00262,0.13,0.572,103.021,222147,pop,2015,0
0,0.502,0.536,-10.136,0.0258,0.504,0.259,0.148,0.458,86.591,326707,pop,2006,0
30,0.637,0.869,-5.036,0.0331,0.00397,0.0,0.583,0.75,124.93,181301,pop,2016,0
69,0.736,0.795,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066,230813,pop,2017,0
74,0.773,0.699,-5.982,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,180120,pop,2018,0
56,0.738,0.934,-3.729,0.12,0.00176,0.0,0.0473,0.547,104.97,201160,pop,2012,0
58,0.658,0.733,-7.384,0.0315,0.327,0.0,0.385,0.198,103.969,193751,pop,2014,0
80,0.778,0.824,-5.892,0.0712,0.284,0.0,0.405,0.756,100.024,218093,pop,2005,0
67,0.447,0.684,-4.721,0.09,0.175,0.0,0.478,0.437,125.655,175312,pop,2019,0
58,0.821,0.448,-4.33,0.0468,0.296,3.26e-06,0.0683,0.45,105.006,170364,pop,2019,0
85,0.689,0.516,-5.857,0.0444,0.513,0.0,0.163,0.209,124.876,190920,pop,2018,0
70,0.659,0.628,-8.685,0.179,0.186,0.0,0.105,0.262,94.05,219427,pop,2010,0
56,0.69,0.805,-11.522,0.0336,0.000232,0.739,0.095,0.799,127.808,264280,pop,2009,0
55,0.716,0.275,-10.013,0.0547,0.754,1.85e-05,0.147,0.352,63.513,298907,pop,2015,0
38,0.639,0.957,-6.039,0.558,0.156,0.0,0.348,0.692,135.958,133000,pop,2018,0
0,0.699,0.832,-4.405,0.0284,0.00729,3.45e-06,0.252,0.586,120.932,180488,pop,2015,0
32,0.551,0.304,-11.5,0.0637,0.612,0.0,0.228,0.115,150.003,203120,pop,2019,0
61,0.596,0.897,-2.94,0.0462,0.0641,5.24e-05,0.0628,0.578,118.0,206394,pop,2014,0
76,0.782,0.685,-6.237,0.0309,0.166,1.18e-05,0.16,0.603,118.016,180566,pop,2015,0
55,0.755,0.931,-4.104,0.0606,0.132,0.0271,0.0854,0.288,122.041,177466,pop,2019,0
71,0.708,0.647,-6.128,0.0298,0.117,0.0,0.111,0.654,129.95,213747,pop,2020,0
34,0.63,0.655,-6.708,0.0366,0.0381,0.00606,0.168,0.329,102.009,230937,pop,2014,0
59,0.652,0.837,-3.104,0.0723,0.0976,0.0,0.0844,0.562,108.042,190903,pop,2019,0
46,0.559,0.833,-4.332,0.0895,0.044,0.0,0.349,0.443,99.991,237027,pop,2019,0
97,0.794,0.793,-4.521,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,pop,2019,0
